altersklasse_covid19,geoRegion,datum,entries,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_28d,timeframe_14d
60 - 69,FR,202026,0,5,NA,NA,33114,0,15.1,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,GE,202026,0,15,NA,NA,46829,0,32.03,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,GL,202026,0,1,NA,NA,5138,0,19.46,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,GR,202026,0,2,NA,NA,25798,0,7.75,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,JU,202026,0,0,NA,NA,9044,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,LU,202026,0,1,NA,NA,45366,0,2.2,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,NE,202026,0,1,NA,NA,18700,0,5.35,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,NW,202026,0,0,NA,NA,5645,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,OW,202026,0,0,NA,NA,4693,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,SG,202026,0,6,NA,NA,57360,0,10.46,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,SH,202026,0,0,NA,NA,10288,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,SO,202026,0,1,NA,NA,34155,0,2.93,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,SZ,202026,0,4,NA,NA,19143,0,20.9,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,TG,202026,0,2,NA,NA,33055,0,6.05,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,TI,202026,0,27,NA,NA,41962,0,64.34,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,UR,202026,0,0,NA,NA,4670,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,VD,202026,0,24,0,0,77560,0,30.94,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,VS,202026,0,6,NA,NA,40752,0,14.72,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,ZG,202026,0,1,NA,NA,13758,0,7.27,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60 - 69,ZH,202026,0,10,NA,NA,151391,0,6.61,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,AG,202026,0,9,NA,NA,55576,0,16.19,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,AI,202026,0,0,NA,NA,1332,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,AR,202026,0,0,NA,NA,4867,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,BE,202026,0,16,NA,NA,99066,0,16.15,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,BL,202026,0,7,NA,NA,29003,0,24.14,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,BS,202026,0,12,NA,NA,16111,0,74.48,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,FL,202026,0,0,NA,NA,3385,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,FR,202026,0,20,NA,NA,23665,0,84.51,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,GE,202026,0,52,NA,NA,36581,0,142.15,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,GL,202026,0,3,NA,NA,3615,0,82.99,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,GR,202026,0,16,NA,NA,19606,0,81.61,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,JU,202026,0,1,NA,NA,6890,0,14.51,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,LU,202026,0,4,NA,NA,32315,0,12.38,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,NE,202026,0,9,NA,NA,15284,0,58.89,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,NW,202026,0,0,NA,NA,4236,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,OW,202026,0,0,NA,NA,3228,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,SG,202026,0,5,NA,NA,42703,0,11.71,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,SH,202026,0,0,NA,NA,7758,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,SO,202026,0,4,NA,NA,24048,0,16.63,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,SZ,202026,0,6,NA,NA,13024,0,46.07,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,TG,202026,0,4,NA,NA,22373,0,17.88,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,TI,202026,0,77,NA,NA,36178,0,212.84,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,UR,202026,0,4,NA,NA,3418,0,117.03,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,VD,202026,0,56,0,0,60455,0,92.63,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,VS,202026,0,28,NA,NA,31866,0,87.87,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,ZG,202026,0,3,NA,NA,10107,0,29.68,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
70 - 79,ZH,202026,0,18,NA,NA,118213,0,15.23,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,AG,202026,0,29,NA,NA,31821,0,91.13,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,AI,202026,0,0,NA,NA,952,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,AR,202026,0,3,NA,NA,2971,0,100.98,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,BE,202026,0,66,NA,NA,61530,0,107.26,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,BL,202026,0,23,NA,NA,19047,0,120.75,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,BS,202026,0,36,NA,NA,13218,0,272.36,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,FL,202026,0,1,NA,NA,1528,0,65.45,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,FR,202026,0,60,NA,NA,12913,0,464.65,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,GE,202026,0,208,NA,NA,25778,0,806.89,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,GL,202026,0,9,NA,NA,2285,0,393.87,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,GR,202026,0,26,NA,NA,11582,0,224.49,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,JU,202026,0,3,NA,NA,4510,0,66.52,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,LU,202026,0,13,NA,NA,21100,0,61.61,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,NE,202026,0,40,NA,NA,10219,0,391.43,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,NW,202026,0,3,NA,NA,2187,0,137.17,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,OW,202026,0,0,NA,NA,1937,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,SG,202026,0,23,NA,NA,25881,0,88.87,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,SH,202026,0,1,NA,NA,5190,0,19.27,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,SO,202026,0,11,NA,NA,15229,0,72.23,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,SZ,202026,0,10,NA,NA,7600,0,131.58,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,TG,202026,0,11,NA,NA,13053,0,84.27,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,TI,202026,0,201,NA,NA,24908,0,806.97,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,UR,202026,0,3,NA,NA,2031,0,147.71,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,VD,202026,1,219,1,100,38359,2.61,570.92,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,VS,202026,0,99,NA,NA,18035,0,548.93,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,ZG,202026,0,4,NA,NA,5847,0,68.41,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
80+,ZH,202026,0,94,NA,NA,75487,0,124.52,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,AG,202026,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,AI,202026,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,AR,202026,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,BE,202026,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,BL,202026,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,BS,202026,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,FL,202026,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,FR,202026,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,GE,202026,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,GL,202026,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,GR,202026,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,JU,202026,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,LU,202026,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,NE,202026,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,NW,202026,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,OW,202026,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,SG,202026,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,SH,202026,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,SO,202026,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,SZ,202026,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,TG,202026,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,TI,202026,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,UR,202026,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,VD,202026,0,0,0,0,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,VS,202026,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,ZG,202026,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Unbekannt,ZH,202026,0,0,NA,NA,NA,NA,NA,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-26,0,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,AG,202027,0,1,NA,NA,71486,0,1.4,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,AI,202027,0,0,NA,NA,1763,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,AR,202027,0,0,NA,NA,5944,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,BE,202027,0,0,NA,NA,101287,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,BL,202027,0,0,NA,NA,27527,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,BS,202027,0,0,NA,NA,18565,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,FL,202027,0,0,NA,NA,4056,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,FR,202027,0,0,NA,NA,35588,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,GE,202027,0,0,NA,NA,52912,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,GL,202027,0,0,NA,NA,3943,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,GR,202027,0,0,NA,NA,17435,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,JU,202027,0,0,NA,NA,7259,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,LU,202027,0,0,NA,NA,43077,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,NE,202027,0,0,NA,NA,17682,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,NW,202027,0,0,NA,NA,3889,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,OW,202027,0,0,NA,NA,3806,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,SG,202027,0,0,0,0,52827,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,SH,202027,0,0,NA,NA,7782,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,SO,202027,0,0,NA,NA,26649,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,SZ,202027,0,0,NA,NA,15589,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,TG,202027,0,0,NA,NA,29232,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,TI,202027,0,0,NA,NA,29500,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,UR,202027,0,0,NA,NA,3563,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0 - 9,VD,202027,0,0,NA,NA,86781,0,0,COVID19Death,altersklasse_covid19,2021-07-05_07-52-52,isoweek,2020-27,0,0,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
